family,noise,length,seed,method,stat_cfg_name,precision,recall,f1,roc_auc,pr_auc,edges_mean,edges_energy_only,edges_volatility_only,edges_union,auroc_lag1,auroc_lag2,status,time_seconds
var,high,short,0,SBTG-Linear,hac5_alpha010_by,0.10588235294117647,1.0,0.19148936170212766,0.5308641975308642,0.10588235294117647,60.0,0.0,25.0,85.0,,,success,20.11409091949463
var,high,short,0,SBTG-Linear,hac7_alpha010_by,0.10975609756097561,1.0,0.1978021978021978,0.5493827160493827,0.10975609756097561,54.0,0.0,28.0,82.0,,,success,18.353268146514893
var,high,short,0,SBTG-FeatureBilinear,hac5_alpha010_by,0.125,1.0,0.2222222222222222,0.6111111111111112,0.125,72.0,0.0,0.0,72.0,,,success,23.724883794784546
var,high,short,0,SBTG-FeatureBilinear,hac7_alpha010_by,0.125,1.0,0.2222222222222222,0.6111111111111112,0.125,72.0,0.0,0.0,72.0,,,success,23.63708233833313
var,high,short,0,SBTG-Minimal,hac5_alpha010_by,0.0,0.0,0.0,0.5,0.1,,,,,0.4375857338820302,0.5293440736478711,success,46.91993474960327
var,high,short,0,SBTG-Minimal,hac7_alpha010_by,0.0,0.0,0.0,0.5,0.1,,,,,0.4252400548696845,0.5086306098964327,success,48.826168060302734
var,high,short,0,VAR-LASSO,default,0.25,0.2222222222222222,0.23529411764705882,0.6213991769547325,0.17602045505271313,,,,,,,,
var,high,short,0,VAR-Ridge,default,0.1111111111111111,1.0,0.2,0.3333333333333333,0.07844460695235667,,,,,,,,
var,high,short,0,VAR-LiNGAM,default,0.18181818181818182,0.2222222222222222,0.2,0.5486968449931413,0.11635802469135803,,,,,,,,
var,high,short,0,NOTEARS,default,0.0,0.0,0.0,0.5,0.1,,,,,,,,
var,high,short,0,PCMCI+,default,0.0,0.0,0.0,0.4506172839506173,0.1,,,,,,,,
var,high,short,0,DYNOTEARS,default,0.0,0.0,0.0,0.5,0.1,,,,,,,,
var,low,long,1,SBTG-Linear,hac5_alpha010_by,0.4117647058823529,1.0,0.5833333333333334,0.9397590361445783,0.4117647058823529,17.0,0.0,0.0,17.0,,,success,49.260868549346924
var,low,long,1,SBTG-Linear,hac7_alpha010_by,0.4117647058823529,1.0,0.5833333333333334,0.9397590361445783,0.4117647058823529,17.0,0.0,0.0,17.0,,,success,52.22298192977905
var,low,long,1,SBTG-FeatureBilinear,hac5_alpha010_by,0.6,0.42857142857142855,0.5,0.70223752151463,0.30158730158730157,5.0,0.0,0.0,5.0,,,success,68.25254654884338
var,low,long,1,SBTG-FeatureBilinear,hac7_alpha010_by,0.6,0.42857142857142855,0.5,0.70223752151463,0.30158730158730157,5.0,0.0,0.0,5.0,,,success,60.239766359329224
var,low,long,1,SBTG-Minimal,hac5_alpha010_by,0.11864406779661017,1.0,0.21212121212121213,0.6867469879518072,0.11864406779661017,,,,,0.9208261617900173,0.9364705882352942,success,127.47229528427124
var,low,long,1,SBTG-Minimal,hac7_alpha010_by,0.12962962962962962,1.0,0.22950819672131148,0.7168674698795181,0.12962962962962962,,,,,0.9345955249569707,0.6094117647058823,success,130.45105862617493
var,low,long,1,VAR-LASSO,default,0.08333333333333333,0.2857142857142857,0.12903225806451613,0.5378657487091222,0.1484126984126984,,,,,,,,
var,low,long,1,VAR-Ridge,default,0.07777777777777778,1.0,0.14432989690721648,0.5938037865748709,0.19757528975995653,,,,,,,,
var,low,long,1,VAR-LiNGAM,default,0.07692307692307693,0.14285714285714285,0.1,0.49397590361445776,0.08095238095238096,,,,,,,,
var,low,long,1,NOTEARS,default,0.0,0.0,0.0,0.5,0.07777777777777778,,,,,,,,
var,low,long,1,PCMCI+,default,0.11764705882352941,0.5714285714285714,0.1951219512195122,0.6049913941480206,0.10056022408963586,,,,,,,,
var,low,long,1,DYNOTEARS,default,0.4,0.2857142857142857,0.3333333333333333,0.6299483648881238,0.3412698412698413,,,,,,,,
var,high,long,1,SBTG-Linear,hac5_alpha010_by,0.4,0.8571428571428571,0.5454545454545454,0.8743545611015491,0.353968253968254,15.0,0.0,0.0,15.0,,,success,49.232799768447876
var,high,long,1,SBTG-Linear,hac7_alpha010_by,0.4,0.8571428571428571,0.5454545454545454,0.8743545611015491,0.353968253968254,15.0,0.0,0.0,15.0,,,success,52.16331171989441
var,high,long,1,SBTG-FeatureBilinear,hac5_alpha010_by,0.3181818181818182,1.0,0.4827586206896552,0.9096385542168675,0.3181818181818182,22.0,0.0,0.0,22.0,,,success,68.16233563423157
var,high,long,1,SBTG-FeatureBilinear,hac7_alpha010_by,0.3181818181818182,1.0,0.4827586206896552,0.9096385542168675,0.3181818181818182,22.0,0.0,0.0,22.0,,,success,60.16284990310669
var,high,long,1,SBTG-Minimal,hac5_alpha010_by,0.07692307692307693,0.7142857142857143,0.1388888888888889,0.49569707401032703,0.07716727716727717,,,,,0.4922547332185886,0.9388235294117646,success,127.44908618927002
var,high,long,1,SBTG-Minimal,hac7_alpha010_by,0.1320754716981132,1.0,0.23333333333333334,0.7228915662650602,0.1320754716981132,,,,,0.944922547332186,0.6094117647058823,success,130.6697187423706
var,high,long,1,VAR-LASSO,default,0.125,0.2857142857142857,0.17391304347826086,0.5757314974182444,0.1746031746031746,,,,,,,,
var,high,long,1,VAR-Ridge,default,0.07777777777777778,1.0,0.14432989690721648,0.5559380378657487,0.19477624106631106,,,,,,,,
var,high,long,1,VAR-LiNGAM,default,0.0,0.0,0.0,0.4819277108433735,0.07777777777777778,,,,,,,,
var,high,long,1,NOTEARS,default,0.5,0.14285714285714285,0.2222222222222222,0.5645438898450946,0.1380952380952381,,,,,,,,
var,high,long,1,PCMCI+,default,0.16666666666666666,0.2857142857142857,0.21052631578947367,0.5826161790017211,0.10317460317460317,,,,,,,,
var,high,long,1,DYNOTEARS,default,0.2,0.2857142857142857,0.23529411764705882,0.6049913941480206,0.2222222222222222,,,,,,,,
var,low,long,0,SBTG-Linear,hac5_alpha010_by,0.10666666666666667,0.8888888888888888,0.19047619047619047,0.5308641975308642,0.10592592592592592,71.0,0.0,4.0,75.0,,,success,49.24449682235718
var,low,long,0,SBTG-Linear,hac7_alpha010_by,0.05263157894736842,0.3333333333333333,0.09090909090909091,0.33333333333333337,0.08421052631578949,57.0,0.0,0.0,57.0,,,success,52.06108331680298
var,low,long,0,SBTG-FeatureBilinear,hac5_alpha010_by,0.10344827586206896,1.0,0.1875,0.5185185185185186,0.10344827586206896,83.0,0.0,4.0,87.0,,,success,68.00525951385498
var,low,long,0,SBTG-FeatureBilinear,hac7_alpha010_by,0.10588235294117647,1.0,0.19148936170212766,0.5308641975308642,0.10588235294117647,73.0,0.0,12.0,85.0,,,success,60.255815267562866
var,low,long,0,SBTG-Minimal,hac5_alpha010_by,0.11688311688311688,1.0,0.20930232558139536,0.5802469135802469,0.11688311688311688,,,,,0.6117969821673526,0.42347525891829685,success,128.85881114006042
var,low,long,0,SBTG-Minimal,hac7_alpha010_by,0.0,0.0,0.0,0.5,0.1,,,,,0.53360768175583,0.4614499424626007,success,132.26600646972656
var,low,long,0,VAR-LASSO,default,0.25,0.2222222222222222,0.23529411764705882,0.5521262002743486,0.1373015873015873,,,,,,,,
var,low,long,0,VAR-Ridge,default,0.1111111111111111,1.0,0.2,0.3333333333333333,0.07844460695235667,,,,,,,,
var,low,long,0,NOTEARS,default,0.0,0.0,0.0,0.5,0.1,,,,,,,,
var,low,long,0,PCMCI+,default,0.1,0.3333333333333333,0.15384615384615385,0.5,0.1,,,,,,,,
var,low,long,0,DYNOTEARS,default,0.0,0.0,0.0,0.5,0.1,,,,,,,,
var,high,long,0,SBTG-Linear,hac5_alpha010_by,0.125,1.0,0.2222222222222222,0.6111111111111112,0.125,72.0,0.0,0.0,72.0,,,success,49.24744415283203
var,high,long,0,SBTG-Linear,hac7_alpha010_by,0.125,1.0,0.2222222222222222,0.6111111111111112,0.125,72.0,0.0,0.0,72.0,,,success,52.142356872558594
var,high,long,0,SBTG-FeatureBilinear,hac5_alpha010_by,0.12162162162162163,1.0,0.21686746987951808,0.5987654320987654,0.12162162162162163,74.0,0.0,0.0,74.0,,,success,68.11481046676636
var,high,long,0,SBTG-FeatureBilinear,hac7_alpha010_by,0.140625,1.0,0.2465753424657534,0.6604938271604939,0.140625,64.0,0.0,0.0,64.0,,,success,60.18888974189758
var,high,long,0,SBTG-Minimal,hac5_alpha010_by,0.0,0.0,0.0,0.5,0.1,,,,,0.5089163237311385,0.47871116225546606,success,132.87253069877625
var,high,long,0,SBTG-Minimal,hac7_alpha010_by,0.0,0.0,0.0,0.5,0.1,,,,,0.6433470507544582,0.44533947065592633,success,133.78500032424927
var,high,long,0,VAR-LASSO,default,0.25,0.2222222222222222,0.23529411764705882,0.6063100137174212,0.15795814940870812,,,,,,,,
var,high,long,0,VAR-Ridge,default,0.1111111111111111,1.0,0.2,0.3333333333333333,0.07844460695235667,,,,,,,,
var,high,long,0,VAR-LiNGAM,default,0.2,0.4444444444444444,0.27586206896551724,0.6248285322359397,0.16728395061728396,,,,,,,,
var,high,long,0,NOTEARS,default,0.0,0.0,0.0,0.5,0.1,,,,,,,,
var,high,long,0,PCMCI+,default,0.0,0.0,0.0,0.3580246913580247,0.1,,,,,,,,
var,high,long,0,DYNOTEARS,default,0.0,0.0,0.0,0.5,0.1,,,,,,,,
poisson,low,short,0,SBTG-Linear,hac5_alpha010_by,0.20588235294117646,0.7777777777777778,0.32558139534883723,0.7222222222222223,0.18235294117647058,10.0,0.0,24.0,34.0,,,success,45.29364252090454
poisson,low,short,0,SBTG-Linear,hac7_alpha010_by,0.20588235294117646,0.7777777777777778,0.32558139534883723,0.7222222222222223,0.18235294117647058,10.0,0.0,24.0,34.0,,,success,37.46732997894287
poisson,low,short,0,SBTG-FeatureBilinear,hac5_alpha010_by,0.11538461538461539,0.3333333333333333,0.17142857142857143,0.5246913580246914,0.10512820512820514,22.0,0.0,4.0,26.0,,,success,51.267568588256836
poisson,low,short,0,SBTG-FeatureBilinear,hac7_alpha010_by,0.11538461538461539,0.3333333333333333,0.17142857142857143,0.5246913580246914,0.10512820512820514,22.0,0.0,4.0,26.0,,,success,54.73640990257263
poisson,low,short,0,SBTG-Minimal,hac5_alpha010_by,0.1320754716981132,0.7777777777777778,0.22580645161290322,0.6049382716049383,0.1249475890985325,,,,,0.6515775034293552,0.7295742232451093,success,90.73616409301758
poisson,low,short,0,SBTG-Minimal,hac7_alpha010_by,0.0625,0.3333333333333333,0.10526315789473684,0.38888888888888884,0.08750000000000001,,,,,0.35939643347050754,0.6490218642117376,success,88.86372375488281
poisson,low,short,0,VAR-LASSO,default,0.11764705882352941,0.2222222222222222,0.15384615384615385,0.5075445816186558,0.10269360269360268,,,,,,,,
poisson,low,short,0,VAR-Ridge,default,0.1,1.0,0.18181818181818182,0.5624142661179699,0.12282708910624582,,,,,,,,
poisson,low,short,0,VAR-LiNGAM,default,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.6035665294924555,0.2074074074074074,,,,,,,,
poisson,low,short,0,Poisson-GLM,default,0.1,1.0,0.18181818181818182,0.5528120713305898,0.15023404226526926,,,,,,,,
poisson,low,short,0,NOTEARS,default,0.0,0.0,0.0,0.5,0.1,,,,,,,,
poisson,low,short,0,PCMCI+,default,0.17391304347826086,0.4444444444444444,0.25,0.6049382716049383,0.13285024154589373,,,,,,,,
poisson,low,short,0,DYNOTEARS,default,0.0,0.0,0.0,0.4876543209876543,0.1,,,,,,,,
poisson,low,short,1,SBTG-Linear,hac5_alpha010_by,0.06896551724137931,0.2857142857142857,0.1111111111111111,0.48020654044750427,0.0752599890530925,11.0,0.0,18.0,29.0,,,success,45.626957416534424
poisson,low,short,1,SBTG-Linear,hac7_alpha010_by,0.06896551724137931,0.2857142857142857,0.1111111111111111,0.48020654044750427,0.0752599890530925,11.0,0.0,18.0,29.0,,,success,37.53632092475891
poisson,low,short,1,SBTG-FeatureBilinear,hac5_alpha010_by,0.11764705882352941,0.2857142857142857,0.16666666666666666,0.5524956970740104,0.08916900093370682,16.0,0.0,1.0,17.0,,,success,51.745970010757446
poisson,low,short,1,SBTG-FeatureBilinear,hac7_alpha010_by,0.11764705882352941,0.2857142857142857,0.16666666666666666,0.5524956970740104,0.08916900093370682,16.0,0.0,1.0,17.0,,,success,55.0415735244751
poisson,low,short,1,SBTG-Minimal,hac5_alpha010_by,0.0784313725490196,0.5714285714285714,0.13793103448275862,0.5025817555938038,0.07815126050420168,,,,,0.48881239242685015,0.5341176470588236,success,90.2680184841156
poisson,low,short,1,SBTG-Minimal,hac7_alpha010_by,0.1276595744680851,0.8571428571428571,0.2222222222222222,0.6815834767641997,0.1205336035123269,,,,,0.6746987951807228,0.5152941176470588,success,89.00618076324463
poisson,low,short,1,VAR-LASSO,default,0.23076923076923078,0.42857142857142855,0.3,0.6678141135972462,0.24444444444444444,,,,,,,,
poisson,low,short,1,VAR-Ridge,default,0.07777777777777778,1.0,0.14432989690721648,0.5938037865748709,0.20695775196753669,,,,,,,,
poisson,low,short,1,VAR-LiNGAM,default,1.0,0.14285714285714285,0.25,0.5714285714285714,0.2095238095238095,,,,,,,,
poisson,low,short,1,Poisson-GLM,default,0.07777777777777778,1.0,0.14432989690721648,0.5903614457831325,0.3958606073727537,,,,,,,,
poisson,low,short,1,NOTEARS,default,0.0,0.0,0.0,0.5,0.07777777777777778,,,,,,,,
poisson,low,short,1,PCMCI+,default,0.15789473684210525,0.42857142857142855,0.23076923076923078,0.6179001721170396,0.11211361737677528,,,,,,,,
poisson,low,short,1,DYNOTEARS,default,0.0,0.0,0.0,0.4939759036144578,0.07777777777777778,,,,,,,,
poisson,high,short,1,SBTG-Linear,hac5_alpha010_by,0.23333333333333334,1.0,0.3783783783783784,0.8614457831325302,0.23333333333333334,21.0,0.0,9.0,30.0,,,success,38.223822832107544
poisson,high,short,1,SBTG-Linear,hac7_alpha010_by,0.23333333333333334,1.0,0.3783783783783784,0.8614457831325302,0.23333333333333334,21.0,0.0,9.0,30.0,,,success,37.80308961868286
poisson,high,short,1,SBTG-FeatureBilinear,hac5_alpha010_by,0.24,0.8571428571428571,0.375,0.8141135972461274,0.2168253968253968,19.0,0.0,6.0,25.0,,,success,46.988115549087524
poisson,high,short,1,SBTG-FeatureBilinear,hac7_alpha010_by,0.22727272727272727,0.7142857142857143,0.3448275862068966,0.7547332185886404,0.18455988455988456,19.0,0.0,3.0,22.0,,,success,49.5902738571167
poisson,high,short,1,SBTG-Minimal,hac5_alpha010_by,0.10909090909090909,0.8571428571428571,0.1935483870967742,0.6333907056798622,0.10461760461760461,,,,,0.5817555938037865,0.6658823529411765,success,90.14415502548218
poisson,high,short,1,SBTG-Minimal,hac7_alpha010_by,0.07142857142857142,0.42857142857142855,0.12244897959183673,0.4793459552495697,0.07505668934240363,,,,,0.5008605851979346,0.8400000000000001,success,91.18198680877686
poisson,high,short,1,VAR-LASSO,default,0.08695652173913043,0.2857142857142857,0.13333333333333333,0.5335628227194491,0.11984126984126983,,,,,,,,
poisson,high,short,1,VAR-Ridge,default,0.07777777777777778,1.0,0.14432989690721648,0.46127366609294324,0.09548560263981382,,,,,,,,
poisson,high,short,1,VAR-LiNGAM,default,0.0,0.0,0.0,0.4819277108433735,0.07777777777777778,,,,,,,,
poisson,high,short,1,Poisson-GLM,default,0.07777777777777778,1.0,0.14432989690721648,0.4922547332185886,0.2220413973667771,,,,,,,,
poisson,high,short,1,NOTEARS,default,0.1111111111111111,0.14285714285714285,0.125,0.521514629948365,0.09047619047619047,,,,,,,,
poisson,high,short,1,PCMCI+,default,0.06896551724137931,0.2857142857142857,0.1111111111111111,0.48020654044750427,0.0752599890530925,,,,,,,,
poisson,high,short,1,DYNOTEARS,default,0.09090909090909091,0.14285714285714285,0.1111111111111111,0.5094664371772806,0.08707482993197278,,,,,,,,
poisson,high,short,0,SBTG-Linear,hac5_alpha010_by,0.2,0.8888888888888888,0.32653061224489793,0.7469135802469136,0.1888888888888889,27.0,0.0,13.0,40.0,,,success,38.415725231170654
poisson,high,short,0,SBTG-Linear,hac7_alpha010_by,0.20512820512820512,0.8888888888888888,0.3333333333333333,0.7530864197530864,0.19344729344729344,26.0,0.0,13.0,39.0,,,success,37.91124963760376
poisson,high,short,0,SBTG-FeatureBilinear,hac5_alpha010_by,0.21875,0.7777777777777778,0.34146341463414637,0.7345679012345678,0.19236111111111112,21.0,0.0,11.0,32.0,,,success,46.948569774627686
poisson,high,short,0,SBTG-FeatureBilinear,hac7_alpha010_by,0.22580645161290322,0.7777777777777778,0.35,0.7407407407407407,0.1978494623655914,21.0,0.0,10.0,31.0,,,success,49.60810947418213
poisson,high,short,0,SBTG-Minimal,hac5_alpha010_by,0.12962962962962962,0.7777777777777778,0.2222222222222222,0.5987654320987654,0.12304526748971194,,,,,0.5569272976680384,0.621403912543153,success,90.95678400993347
poisson,high,short,0,SBTG-Minimal,hac7_alpha010_by,0.1206896551724138,0.7777777777777778,0.208955223880597,0.5740740740740741,0.11609195402298851,,,,,0.6488340192043895,0.4672036823935558,success,91.67281174659729
poisson,high,short,0,VAR-LASSO,default,0.2,0.4444444444444444,0.27586206896551724,0.6207133058984912,0.1515993265993266,,,,,,,,
poisson,high,short,0,VAR-Ridge,default,0.1,1.0,0.18181818181818182,0.4773662551440329,0.10317941263255812,,,,,,,,
poisson,high,short,0,VAR-LiNGAM,default,0.0,0.0,0.0,0.46296296296296297,0.1,,,,,,,,
poisson,high,short,0,Poisson-GLM,default,0.1,1.0,0.18181818181818182,0.5048010973936901,0.17771991351154925,,,,,,,,
poisson,high,short,0,NOTEARS,default,0.0,0.0,0.0,0.4382716049382716,0.1,,,,,,,,
poisson,high,short,0,PCMCI+,default,0.125,0.3333333333333333,0.18181818181818182,0.537037037037037,0.10833333333333334,,,,,,,,
poisson,high,short,0,DYNOTEARS,default,0.0,0.0,0.0,0.42592592592592593,0.1,,,,,,,,
hawkes,low,short,0,SBTG-Linear,hac5_alpha010_by,0.11904761904761904,0.5555555555555556,0.19607843137254902,0.5493827160493827,0.11058201058201059,19.0,0.0,23.0,42.0,,,success,41.452584981918335
hawkes,low,short,0,SBTG-Linear,hac7_alpha010_by,0.11904761904761904,0.5555555555555556,0.19607843137254902,0.5493827160493827,0.11058201058201059,19.0,0.0,23.0,42.0,,,success,45.26517987251282
hawkes,low,short,0,SBTG-FeatureBilinear,hac5_alpha010_by,0.14634146341463414,0.6666666666666666,0.24,0.6172839506172839,0.13089430894308943,17.0,0.0,24.0,41.0,,,success,50.96491289138794
hawkes,low,short,0,SBTG-FeatureBilinear,hac7_alpha010_by,0.15789473684210525,0.6666666666666666,0.2553191489361702,0.6358024691358024,0.13859649122807016,17.0,0.0,21.0,38.0,,,success,54.09849953651428
hawkes,low,short,0,SBTG-Minimal,hac5_alpha010_by,0.13953488372093023,0.6666666666666666,0.23076923076923078,0.6049382716049382,0.1263565891472868,,,,,0.6337448559670782,0.5109321058688148,success,92.55155396461487
hawkes,low,short,0,SBTG-Minimal,hac7_alpha010_by,0.1206896551724138,0.7777777777777778,0.208955223880597,0.5740740740740741,0.11609195402298851,,,,,0.5075445816186557,0.5776754890678941,success,87.05993700027466
hawkes,low,short,0,VAR-LASSO,default,0.07142857142857142,0.1111111111111111,0.08695652173913043,0.47050754458161864,0.09898989898989899,,,,,,,,
hawkes,low,short,0,VAR-Ridge,default,0.1,1.0,0.18181818181818182,0.4499314128943759,0.11614920708044699,,,,,,,,
hawkes,low,short,0,VAR-LiNGAM,default,0.0,0.0,0.0,0.4814814814814815,0.1,,,,,,,,
hawkes,low,short,0,Poisson-GLM,default,0.1,1.0,0.18181818181818182,0.4087791495198903,0.09431651339278639,,,,,,,,
hawkes,low,short,0,NOTEARS,default,0.0,0.0,0.0,0.5,0.1,,,,,,,,
hawkes,low,short,0,PCMCI+,default,0.05555555555555555,0.1111111111111111,0.07407407407407407,0.4506172839506173,0.09506172839506173,,,,,,,,
hawkes,low,short,0,DYNOTEARS,default,0.0,0.0,0.0,0.5,0.1,,,,,,,,
hawkes,low,short,1,SBTG-Linear,hac5_alpha010_by,0.03636363636363636,0.2857142857142857,0.06451612903225806,0.32358003442340794,0.06594516594516595,35.0,0.0,20.0,55.0,,,success,41.8383514881134
hawkes,low,short,1,SBTG-Linear,hac7_alpha010_by,0.05357142857142857,0.42857142857142855,0.09523809523809523,0.3950086058519794,0.06740362811791384,36.0,0.0,20.0,56.0,,,success,45.32004141807556
hawkes,low,short,1,SBTG-FeatureBilinear,hac5_alpha010_by,0.06666666666666667,0.7142857142857143,0.12195121951219512,0.4354561101549053,0.06984126984126984,40.0,0.0,35.0,75.0,,,success,51.23725509643555
hawkes,low,short,1,SBTG-FeatureBilinear,hac7_alpha010_by,0.06756756756756757,0.7142857142857143,0.12345679012345678,0.4414802065404475,0.07048477048477049,41.0,0.0,33.0,74.0,,,success,54.59308910369873
hawkes,low,short,1,SBTG-Minimal,hac5_alpha010_by,0.05660377358490566,0.42857142857142855,0.1,0.4130808950086058,0.06870320455226116,,,,,0.387263339070568,0.5035294117647058,success,90.61539816856384
hawkes,low,short,1,SBTG-Minimal,hac7_alpha010_by,0.05660377358490566,0.42857142857142855,0.1,0.4130808950086058,0.06870320455226116,,,,,0.38898450946643714,0.4611764705882353,success,88.08195376396179
hawkes,low,short,1,VAR-LASSO,default,0.14285714285714285,0.2857142857142857,0.19047619047619047,0.5654044750430292,0.1061050061050061,,,,,,,,
hawkes,low,short,1,VAR-Ridge,default,0.07777777777777778,1.0,0.14432989690721648,0.5438898450946643,0.12905460919312828,,,,,,,,
hawkes,low,short,1,VAR-LiNGAM,default,0.5,0.14285714285714285,0.2222222222222222,0.5645438898450946,0.1380952380952381,,,,,,,,
hawkes,low,short,1,Poisson-GLM,default,0.07777777777777778,1.0,0.14432989690721648,0.5834767641996558,0.11978456608510002,,,,,,,,
